customerID,Churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_InternetService,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_Contract,account_PaperlessBilling,account_PaymentMethod,account_Charges_Monthly,account_Charges_Total,Contas_Diarias
0730-KOAVE,0,Male,0,0,0,30,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Credit card (automatic),94.3,2679.7,3.0981519507186857
0731-EBJQB,0,Female,0,1,1,52,1,0,No,0,0,0,0,0,0,One year,1,Electronic check,20.4,1090.65,0.6702258726899384
0732-OCQOC,0,Female,0,1,1,52,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),25.05,1270.25,0.8229979466119097
0733-VUNUW,1,Male,0,0,0,24,1,1,DSL,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),55.65,1400.55,1.8283367556468173
0734-OXWBT,0,Male,0,0,1,3,1,0,DSL,0,0,0,1,1,1,Month-to-month,0,Mailed check,70.7,225.65,2.322792607802875
0739-UUAJR,0,Female,0,1,1,72,0,0,DSL,1,0,1,0,1,1,Two year,1,Credit card (automatic),53.8,3952.45,1.7675564681724845
0742-LAFQK,0,Male,0,1,0,72,1,1,Fiber optic,1,1,1,0,0,1,Two year,1,Electronic check,99.15,7422.1,3.2574948665297745
0742-MOABM,1,Male,0,1,0,4,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Mailed check,50.05,179.35,1.6443531827515399
0742-NXBGR,1,Female,0,0,0,1,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,82.3,82.3,2.703901437371663
0743-HNPFG,0,Female,0,1,1,51,1,0,DSL,1,1,0,1,0,1,One year,1,Credit card (automatic),69.75,3562.5,2.291581108829569
0743-HRVFF,0,Female,0,1,1,51,0,0,DSL,0,0,1,1,1,1,One year,1,Electronic check,56.15,2898.95,1.8447638603696097
0744-BIKKF,0,Male,0,0,0,72,1,1,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),86.65,6224.8,2.846817248459959
0744-GKNGE,0,Female,0,1,1,64,1,1,Fiber optic,1,0,0,1,0,0,Month-to-month,1,Bank transfer (automatic),86.8,5327.25,2.8517453798767964
0746-JTRFU,1,Male,0,0,0,2,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,25.05,56.35,0.8229979466119097
0748-RDGGM,1,Male,0,1,0,70,1,0,Fiber optic,1,1,1,1,1,1,One year,1,Bank transfer (automatic),109.5,7534.65,3.597535934291581
0749-IRGQE,0,Female,1,1,0,13,0,0,DSL,0,0,0,0,1,1,Month-to-month,0,Electronic check,45.3,528.45,1.4882956878850102
0750-EBAIU,0,Male,0,0,0,52,1,0,Fiber optic,1,0,1,0,1,0,One year,0,Electronic check,91.25,4738.3,2.9979466119096507
0750-EKNGL,0,Male,0,0,0,7,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.75,141.1,0.6817248459958932
0754-EEBDC,0,Male,0,1,1,4,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.9,76.65,0.6537987679671458
0754-UKWQP,1,Male,0,0,0,2,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,95.85,197.7,3.149075975359343
0756-MPZRL,0,Male,0,0,0,46,0,0,DSL,0,0,1,1,0,0,One year,0,Credit card (automatic),33.7,1537.85,1.1071868583162219
0757-WCUUZ,0,Male,0,1,1,54,1,1,DSL,0,0,1,0,0,1,Two year,0,Credit card (automatic),63.35,3409.1,2.0813141683778236
0761-AETCS,1,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,19.3,19.3,0.6340862422997947
0769-MURVM,0,Female,0,1,1,72,0,0,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),65.7,4575.35,2.1585215605749486
0771-CHWSK,0,Male,0,0,0,66,1,1,DSL,1,1,1,0,0,1,Two year,1,Credit card (automatic),74.6,4798.4,2.4509240246406567
0771-WLCLA,0,Female,0,1,1,16,1,1,Fiber optic,1,0,1,1,1,1,Month-to-month,1,Electronic check,112.95,1882.55,3.71088295687885
0772-GYEQQ,1,Male,0,0,0,3,1,0,Fiber optic,0,0,1,1,1,0,Month-to-month,1,Mailed check,88.35,262.05,2.9026694045174537
0774-IFUVM,0,Male,0,1,1,11,1,1,DSL,1,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),65.15,723.35,2.140451745379877
0774-RMNUW,0,Female,0,1,1,71,0,0,DSL,1,1,0,1,1,1,Two year,0,Bank transfer (automatic),59.7,4122.65,1.9613963039014375
0778-NELLA,1,Male,0,0,0,9,0,0,DSL,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),34.7,296.1,1.1400410677618071
0780-XNZFN,0,Male,0,0,0,57,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.65,1125.6,0.6784394250513347
0781-LKXBR,1,Male,1,0,0,9,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.5,918.6,3.3018480492813143
0784-GTUUK,0,Male,0,1,0,62,1,1,No,0,0,0,0,0,0,One year,1,Credit card (automatic),23.75,1446.8,0.7802874743326489
0784-ZQJZX,0,Male,0,0,1,72,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.9,1529.65,0.6537987679671458
0786-IVLAW,0,Female,1,0,0,66,1,1,Fiber optic,0,1,1,0,1,1,One year,0,Bank transfer (automatic),108.1,7238.6,3.5515400410677618
0786-VSSUD,1,Male,1,0,0,16,0,0,DSL,0,1,0,0,1,0,Month-to-month,1,Mailed check,39.0,679.85,1.2813141683778233
0787-LHDYT,0,Male,0,0,0,16,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),20.6,330.25,0.6767967145790554
0788-DXBFY,0,Male,0,1,1,58,1,0,No,0,0,0,0,0,0,One year,1,Electronic check,19.55,1108.8,0.642299794661191
0793-TWELN,0,Female,0,0,0,4,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,80.15,319.85,2.633264887063655
0794-YVSGE,0,Male,0,1,1,72,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.3,1401.15,0.6669404517453799
0795-GMVQO,0,Male,0,1,0,67,1,1,Fiber optic,1,1,1,0,1,1,One year,0,Credit card (automatic),109.9,7332.4,3.6106776180698152
0795-LAFGP,0,Male,0,1,1,71,1,1,DSL,1,1,1,1,1,1,Two year,0,Electronic check,90.4,6668.05,2.970020533880904
0795-XCCTE,0,Male,1,0,0,72,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),25.4,1809.35,0.8344969199178645
0799-DDIHE,0,Female,0,1,1,15,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,46.3,639.45,1.5211498973305955
0804-XBFBV,0,Female,0,0,1,11,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,25.2,321.05,0.8279260780287474
0804-YGEQV,0,Female,0,1,1,43,1,1,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),24.45,993.15,0.8032854209445585
0807-ZABDG,1,Female,0,0,1,3,1,0,DSL,1,0,0,1,0,0,Month-to-month,1,Mailed check,55.1,154.65,1.8102669404517455
0810-BDHAW,0,Female,0,1,1,24,1,1,DSL,1,1,0,0,1,1,One year,0,Electronic check,78.4,1832.4,2.575770020533881
0810-DHDBD,0,Female,0,0,0,52,1,1,DSL,1,0,1,1,1,0,One year,0,Credit card (automatic),74.0,3877.65,2.431211498973306
0811-GSDTP,0,Female,0,0,1,13,0,0,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,30.15,382.2,0.9905544147843942
0812-WUPTB,1,Male,1,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,70.85,70.85,2.3277207392197123
0813-TAXXS,0,Male,0,0,0,55,1,1,DSL,0,0,1,0,1,1,Two year,1,Bank transfer (automatic),77.8,4323.35,2.5560574948665296
0815-MFZGM,0,Female,0,1,0,42,1,0,Fiber optic,0,0,1,1,1,1,Two year,1,Credit card (automatic),99.0,4135.0,3.252566735112936
0816-TSPHQ,0,Male,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.75,44.2,0.6817248459958932
0817-HSUSE,0,Male,0,0,0,1,1,0,DSL,0,0,1,1,1,1,Month-to-month,1,Electronic check,75.5,75.5,2.4804928131416837
0818-OCPZO,1,Male,1,0,0,27,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,81.45,2122.05,2.675975359342916
0820-FNRNX,0,Male,0,1,1,17,1,1,DSL,0,1,1,1,0,0,Month-to-month,1,Mailed check,66.7,1077.05,2.191375770020534
0822-GAVAP,1,Female,0,0,0,2,0,0,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,34.7,62.25,1.1400410677618071
0822-QGCXA,0,Female,1,1,0,27,1,1,DSL,0,1,1,1,1,1,Month-to-month,0,Electronic check,83.85,2310.2,2.7548254620123203
0823-HSCDJ,1,Male,1,0,0,52,0,0,DSL,0,1,0,0,1,1,Month-to-month,1,Electronic check,49.15,2550.9,1.6147843942505133
0824-VWDPO,0,Female,0,0,0,45,1,1,Fiber optic,1,1,0,0,0,1,One year,0,Bank transfer (automatic),96.75,4442.75,3.1786447638603694
0825-CPPQH,0,Female,0,1,0,71,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.1,1372.45,0.6275154004106777
0827-ITJPH,0,Male,0,0,0,36,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),18.55,689.0,0.6094455852156058
0829-DDVLK,0,Female,0,0,0,15,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),20.1,302.45,0.6603696098562629
0829-XXPLX,0,Female,0,0,0,20,1,0,Fiber optic,1,0,1,0,1,0,Month-to-month,1,Bank transfer (automatic),89.4,1871.15,2.9371663244353186
0831-JNISG,0,Male,0,1,1,71,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.8,1396.25,0.6505133470225873
0835-DUUIQ,0,Female,0,0,1,24,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),21.05,531.55,0.6915811088295688
0835-JKADZ,0,Female,0,0,0,71,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Electronic check,111.25,7984.15,3.6550308008213555
0836-SEYLU,1,Male,0,1,0,9,0,0,DSL,0,0,0,1,1,0,Month-to-month,0,Mailed check,40.65,328.95,1.3355236139630389
0839-JTCUD,0,Female,0,1,1,66,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),89.9,5958.85,2.953593429158111
0839-QNXME,0,Female,0,0,0,30,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.4,578.5,0.6373716632443531
0840-DCNZE,0,Male,0,0,0,47,1,0,DSL,1,1,1,1,1,1,One year,1,Bank transfer (automatic),86.95,4138.9,2.856673511293635
0840-DFEZH,0,Female,0,0,0,7,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.35,564.65,2.475564681724846
0841-NULXI,1,Male,0,0,0,1,0,0,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,35.55,35.55,1.1679671457905543
0842-IWYCP,0,Female,0,0,0,46,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),44.95,2168.9,1.4767967145790555
0843-WTBXE,1,Male,0,0,0,53,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Bank transfer (automatic),85.45,4517.25,2.8073921971252567
0847-HGRML,0,Male,0,0,1,62,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.0,1250.1,0.6570841889117043
0848-SOMKO,0,Male,0,0,0,70,0,0,DSL,1,0,1,1,0,1,Two year,0,Bank transfer (automatic),48.4,3442.8,1.5901437371663243
0848-ZGQIJ,0,Female,0,1,0,16,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),94.65,1461.15,3.109650924024641
0851-DFJKB,0,Female,0,0,0,15,1,0,DSL,1,0,1,1,0,0,Month-to-month,0,Electronic check,58.95,955.15,1.9367556468172487
0853-NWIFK,0,Female,0,0,0,45,1,0,Fiber optic,1,1,0,0,1,1,One year,1,Electronic check,100.3,4483.95,3.295277207392197
0853-TWRVK,0,Male,0,1,0,72,1,1,Fiber optic,1,1,1,1,0,1,Two year,0,Bank transfer (automatic),105.6,7581.5,3.4694045174537984
0854-UYHZD,0,Female,0,1,1,13,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.55,265.3,0.642299794661191
0856-NAOES,0,Male,0,0,0,6,1,0,DSL,0,0,1,0,1,0,Month-to-month,0,Mailed check,60.9,414.1,2.00082135523614
0859-YGKFW,0,Male,0,1,1,18,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),20.05,345.9,0.6587268993839835
0862-PRCBS,0,Female,0,1,1,68,1,1,Fiber optic,0,1,0,1,1,1,Two year,1,Credit card (automatic),103.75,7039.45,3.4086242299794662
0864-FVJNJ,0,Female,0,1,1,64,1,1,Fiber optic,1,1,1,1,1,1,One year,0,Electronic check,113.35,7222.75,3.724024640657084
0866-QLSIR,1,Female,0,0,0,34,1,1,DSL,1,1,0,1,0,0,One year,1,Mailed check,64.4,2088.75,2.115811088295688
0867-LDTTC,0,Male,0,0,0,5,1,0,DSL,0,0,1,1,1,1,Month-to-month,0,Bank transfer (automatic),75.15,392.65,2.468993839835729
0867-MKZVY,1,Female,0,1,0,20,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Electronic check,82.4,1592.35,2.7071868583162217
0868-VJRDR,0,Male,0,1,0,64,1,0,Fiber optic,1,1,0,1,1,1,Two year,1,Credit card (automatic),104.05,6605.55,3.4184804928131416
0869-PAPRP,0,Female,1,1,0,26,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Credit card (automatic),85.7,2067.0,2.815605749486653
0870-VEMYL,1,Female,0,0,0,5,1,0,DSL,1,0,0,1,0,0,Month-to-month,0,Credit card (automatic),53.85,259.8,1.7691991786447638
0871-OPBXW,0,Female,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.05,39.25,0.6587268993839835
0871-URUWO,1,Male,0,1,0,13,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),102.25,1359.0,3.359342915811088
0872-CASZJ,0,Male,0,1,0,59,1,1,DSL,1,0,0,1,0,1,One year,1,Mailed check,69.1,4096.9,2.270225872689938
0872-JCPIB,0,Male,0,0,0,17,1,1,DSL,1,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),65.75,1111.2,2.1601642710472277
0872-NXJYS,1,Female,0,0,0,9,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.55,723.4,2.613552361396304
0875-CABNR,1,Female,1,0,0,10,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Credit card (automatic),84.6,865.55,2.779466119096509
0876-WDUUZ,1,Female,0,0,0,5,1,0,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Credit card (automatic),85.4,425.9,2.8057494866529775
0877-SDMBN,1,Female,0,0,0,54,1,1,Fiber optic,1,0,1,0,1,1,One year,1,Bank transfer (automatic),103.95,5639.05,3.4151950718685833
0880-FVFWF,0,Male,0,0,0,56,1,1,Fiber optic,1,1,0,0,0,0,Month-to-month,1,Electronic check,86.4,4922.4,2.838603696098563
0880-TKATG,1,Male,0,1,1,4,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Electronic check,101.15,385.9,3.3232032854209446
0883-EIBTI,1,Female,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.5,31.55,0.6406570841889117
0885-HMGPY,0,Male,0,0,0,62,1,1,DSL,1,1,1,1,0,0,Two year,0,Bank transfer (automatic),69.4,4237.5,2.2800821355236143
0886-QGENL,1,Female,1,1,0,27,1,0,Fiber optic,1,0,1,0,1,1,Month-to-month,1,Electronic check,101.25,2754.45,3.326488706365503
0887-HJGAR,1,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.7,45.7,1.5014373716632445
0887-WBJVH,0,Female,0,1,0,53,1,0,Fiber optic,0,0,0,1,1,1,One year,1,Electronic check,93.45,4872.2,3.0702258726899383
0895-DQHEW,1,Male,0,1,0,54,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.3,5278.15,3.426694045174538
0895-LMRSF,0,Male,0,0,0,23,1,0,DSL,0,0,0,0,1,1,One year,1,Bank transfer (automatic),64.9,1509.8,2.132238193018481
0895-LNKRC,0,Male,0,1,1,6,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.45,113.5,0.6390143737166324
0895-UADGO,0,Male,0,0,1,8,0,0,DSL,1,0,0,1,0,1,Two year,1,Mailed check,44.55,343.45,1.4636550308008212
0897-FEGMU,1,Female,0,1,0,11,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,99.5,1056.95,3.268993839835729
0898-XCGTF,0,Male,0,1,0,61,1,1,Fiber optic,0,0,0,0,1,1,One year,1,Bank transfer (automatic),96.5,5673.7,3.1704312114989732
0899-LIIBW,0,Male,0,1,0,34,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Electronic check,100.85,3527.3,3.3133470225872688
0899-WZRSD,0,Male,0,0,0,56,1,1,Fiber optic,1,0,0,1,1,1,Month-to-month,1,Mailed check,105.35,5794.45,3.461190965092402
0902-RFHOF,0,Male,0,0,0,38,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.1,730.1,0.6603696098562629
0902-XKXPN,0,Male,0,1,1,69,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.2,1376.5,0.6636550308008213
0906-QVPMS,0,Male,0,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),115.15,8349.45,3.7831622176591377
0907-HQNTS,0,Female,1,1,0,70,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),113.0,7987.6,3.7125256673511293
0909-SDHNU,0,Female,0,0,1,7,0,0,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,29.8,201.95,0.9790554414784395
0909-SELIE,0,Male,0,1,0,61,1,1,DSL,1,1,1,1,0,1,Two year,1,Bank transfer (automatic),80.8,4860.85,2.6546201232032853
0913-XWSCN,0,Male,0,1,1,55,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),85.5,4713.4,2.809034907597536
0916-KNFAJ,0,Male,0,1,0,61,1,1,DSL,1,0,1,0,0,1,Two year,1,Mailed check,69.9,4226.7,2.2965092402464067
0916-QOFDP,0,Female,1,1,1,14,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.8,1346.3,3.1474332648870638
0917-EZOLA,1,Male,1,1,0,72,1,1,Fiber optic,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),104.15,7689.95,3.4217659137577003
0921-OHLVP,0,Male,0,0,0,22,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,83.05,1799.3,2.728542094455852
0923-PNFUB,1,Female,0,0,0,3,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,0,Electronic check,83.75,247.25,2.751540041067762
0924-BJCRC,0,Female,1,1,0,60,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,0,Electronic check,89.45,5294.6,2.9388090349075977
0925-VYDLG,1,Female,0,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,75.25,242.0,2.4722792607802875
0927-CNGRH,0,Male,0,0,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.55,19.55,0.642299794661191
0927-LCSMG,1,Male,0,0,0,7,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Mailed check,74.65,544.55,2.4525667351129363
0928-JMXNP,0,Male,1,1,0,4,0,0,DSL,0,0,1,0,0,0,Month-to-month,1,Electronic check,29.9,118.25,0.9823408624229979
0928-XUTSN,0,Female,0,0,0,13,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,80.5,1011.8,2.64476386036961
0929-HYQEW,0,Male,0,0,0,3,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,50.15,160.85,1.6476386036960986
0929-PECLO,0,Female,1,0,0,63,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Bank transfer (automatic),89.6,5538.8,2.943737166324435
0930-EHUZA,0,Female,0,0,0,36,1,0,DSL,1,1,1,1,1,0,One year,1,Mailed check,76.35,2606.35,2.508418891170431
0931-MHTEM,0,Female,0,0,0,54,1,0,Fiber optic,1,1,0,0,1,1,One year,1,Credit card (automatic),100.05,5299.65,3.2870636550308006
0932-YIXYU,0,Female,0,0,0,47,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.25,1029.8,0.6652977412731006
0936-NQLJU,0,Female,0,1,0,41,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.65,875.55,0.6784394250513347
0939-EREMR,0,Female,0,0,1,13,1,0,DSL,0,0,1,1,0,0,Month-to-month,0,Mailed check,53.45,718.1,1.75605749486653
0939-YAPAF,1,Female,0,0,0,35,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.25,3527.6,3.293634496919918
0940-OUQEC,1,Male,0,0,0,10,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),80.7,788.8,2.651334702258727
0942-KOWSM,0,Female,0,1,1,30,1,0,DSL,0,1,1,1,1,1,Two year,0,Bank transfer (automatic),80.8,2369.3,2.6546201232032853
0943-ZQPXH,0,Male,0,1,1,44,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),92.95,4122.9,3.053798767967146
0945-TSONX,0,Female,0,1,1,47,1,1,DSL,1,1,0,1,1,1,Two year,1,Credit card (automatic),85.3,4107.25,2.8024640657084188
0946-CLJTI,1,Male,1,1,0,58,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,98.7,5812.6,3.242710472279261
0946-FKYTX,0,Male,0,0,0,52,0,0,DSL,0,1,0,0,0,0,One year,0,Mailed check,30.1,1623.4,0.9889117043121151
0947-IDHRQ,1,Female,0,0,0,7,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Mailed check,80.3,526.7,2.638193018480493
0947-MUGVO,1,Male,1,1,0,20,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,73.65,1463.5,2.4197125256673515
0952-KMEEH,1,Male,0,0,0,13,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,0,Mailed check,98.15,1230.25,3.2246406570841892
0953-LGOVU,0,Male,0,1,1,12,0,0,DSL,0,1,0,1,0,0,Month-to-month,0,Mailed check,35.5,432.25,1.1663244353182751
0956-ACVZC,0,Female,0,0,0,54,1,0,Fiber optic,0,0,1,0,1,1,One year,1,Credit card (automatic),94.1,5060.9,3.0915811088295686
0956-SYCWG,0,Female,0,0,0,13,1,0,No,0,0,0,0,0,0,One year,0,Electronic check,19.65,244.8,0.6455852156057494
0958-YHXGP,0,Female,0,0,0,7,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.9,497.3,2.2965092402464067
0959-WHOKV,0,Male,0,0,0,42,1,1,Fiber optic,1,1,1,0,0,1,One year,1,Electronic check,99.0,4298.45,3.252566735112936
0960-HUWBM,0,Male,0,1,1,65,1,1,Fiber optic,0,0,1,1,1,1,Two year,1,Bank transfer (automatic),104.1,6700.05,3.4201232032854207
0961-ZWLVI,0,Male,0,0,1,49,1,1,Fiber optic,1,1,1,0,1,1,One year,1,Credit card (automatic),109.2,5290.45,3.587679671457906
0962-CQPWQ,0,Female,0,1,1,62,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.3,1296.15,0.6669404517453799
0963-ZBDRN,1,Male,0,0,0,32,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,96.2,3183.4,3.160574948665298
0967-BMLBD,0,Female,0,1,1,11,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,20.0,196.35,0.6570841889117043
0968-GSIKN,1,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.8,70.8,2.326078028747433
0969-RGKCU,0,Male,0,1,1,37,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.8,677.05,0.6505133470225873
0970-ETWGE,1,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.55,89.55,2.942094455852156
0970-QXPXW,0,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.65,19.65,0.6455852156057494
0971-QIFJK,0,Female,0,1,0,69,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.25,1641.8,0.7967145790554415
0973-KYVNF,0,Female,0,1,1,72,1,0,DSL,1,1,1,0,1,0,Two year,1,Credit card (automatic),70.65,5011.15,2.3211498973305957
0975-UYDTX,0,Female,0,1,0,26,1,1,DSL,1,1,1,1,1,1,One year,1,Credit card (automatic),90.1,2312.55,2.9601642710472276
0975-VOOVL,0,Female,0,0,0,3,0,0,DSL,0,1,0,0,0,0,Month-to-month,0,Mailed check,29.2,98.5,0.9593429158110883
0979-MOZQI,0,Male,0,1,0,62,0,0,DSL,0,0,0,1,1,0,Two year,1,Bank transfer (automatic),39.0,2337.45,1.2813141683778233
0979-PHULV,1,Male,0,1,1,69,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),99.45,7007.6,3.26735112936345
0980-FEXWF,0,Male,0,1,1,26,1,0,DSL,0,0,1,0,0,0,One year,0,Mailed check,50.35,1285.8,1.6542094455852157
0980-PVMRC,0,Female,0,1,1,40,0,0,DSL,0,1,0,0,1,1,Month-to-month,1,Electronic check,50.85,2036.55,1.6706365503080083
0983-TATYJ,0,Female,0,1,0,33,1,0,DSL,0,0,0,1,0,0,One year,1,Mailed check,51.45,1758.9,1.6903490759753594
0988-AADSA,0,Female,0,1,1,72,1,1,DSL,1,1,1,1,0,1,Two year,0,Bank transfer (automatic),80.85,5824.75,2.6562628336755645
0988-JRWWP,0,Female,0,0,0,3,1,0,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,54.2,140.4,1.7806981519507188
0991-BRRFB,1,Male,0,0,0,18,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,49.4,874.8,1.6229979466119095
0993-OSGPT,0,Female,1,1,0,68,1,0,DSL,0,1,1,1,0,0,One year,1,Bank transfer (automatic),60.65,3975.9,1.9926078028747434
0997-YTLNY,0,Female,0,0,1,19,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Mailed check,48.8,953.65,1.6032854209445584
0999-QXNSA,0,Male,1,0,1,7,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.75,344.2,1.5030800821355237
1000-AJSLD,1,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.1,20.1,0.6603696098562629
1004-NOZNR,0,Male,1,0,1,56,1,0,Fiber optic,1,0,0,0,1,1,One year,0,Credit card (automatic),94.8,5264.3,3.1145790554414785
1009-IRMNA,1,Female,0,0,0,7,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.0,137.6,0.6570841889117043
